"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SL","2021-09-27","91.4","-1.54","5.82","Hendriks, Liam",606992,521230,,"blocked_ball",,,,,"14","Eric Haase strikes out swinging.","R","R","R","DET","CWS","B",,,"1","2",2021,"0.19","0.22","1.13","-0.67",,,"600869","1","9","Bot",,,,,"641470",,,6.40785439527098,-132.65307802988093,-11.092536181061948,0.9579545417939803,27.5533714438179,-27.37985470774183,"3.18","1.45",,,,"92.8","2226","7.2",632393,521230,"641470","547989","514917","660162","544725","571740","673357","683734","53.29",,,,,,,,"84","4","Slider","7","8","7","8","8","7","7","8","Standard","Standard","192","0","0.051"
"FF","2021-09-27","99.4","-1.37","5.81","Hendriks, Liam",606992,521230,,"foul",,,,,"8","Eric Haase strikes out swinging.","R","R","R","DET","CWS","S",,,"1","1",2021,"-0.2","1.54","0.28","1.99",,,"600869","1","9","Bot",,,,,"641470",,,5.045866983136354,-144.5777599410415,-8.811412827852868,-3.9247362510455663,32.71176341708424,-8.686441036813878,"3.3","1.5","235","76.1","48","100.9","2521","7",632393,521230,"641470","547989","514917","660162","544725","571740","673357","683734","53.45",,,,,,,,"84","3","4-Seam Fastball","7","8","7","8","8","7","7","8","Standard","Standard","205","0","-0.086"
"FF","2021-09-27","99.1","-1.39","5.88","Hendriks, Liam",606992,521230,,"called_strike",,,,,"7","Eric Haase strikes out swinging.","R","R","R","DET","CWS","S",,,"1","0",2021,"-0.5","1.67","-0.39","1.78",,,"600869","1","9","Bot",,,,,"641470",,,3.97401836857952,-143.95729293063383,-9.798289539208461,-7.817425188646224,33.23369082629624,-6.887982418360628,"3.24","1.4",,,,"100.6","2503","7.2",632393,521230,"641470","547989","514917","660162","544725","571740","673357","683734","53.29",,,,,,,,"84","2","4-Seam Fastball","7","8","7","8","8","7","7","8","Standard","Standard","203","0","-0.051"
"SL","2021-09-27","89.2","-1.54","5.86","Hendriks, Liam",606992,521230,,"blocked_ball",,,,,"14","Eric Haase strikes out swinging.","R","R","R","DET","CWS","B",,,"0","0",2021,"0.16","0.24","1.14","0.14",,,"600869","1","9","Bot",,,,,"641470",,,6.361208665563071,-129.58074630154513,-8.689611831617114,0.5794489922615608,24.984105661914363,-27.892216054168227,"3.21","1.46",,,,"90.7","2250","7.1",632393,521230,"641470","547989","514917","660162","544725","571740","673357","683734","53.36",,,,,,,,"84","1","Slider","7","8","7","8","8","7","7","8","Standard","Standard","156","0","0.046"
"FF","2021-09-27","98.2","-1.56","5.87","Hendriks, Liam",670623,521230,"field_out","hit_into_play",,,,,"1","Isaac Paredes lines out to left fielder Billy Hamilton.","R","R","R","DET","CWS","X","7","line_drive","2","1",2021,"-0.3","1.44","-0.42","2.79",,,"600869","0","9","Bot",67.5,62.39,,,"641470",,,3.8256718151181848,-142.9787536548881,-6.301952825664817,-4.915120913869396,32.082471792418715,-11.169889457275408,"3.32","1.51","351","100.4","20","99.8","2405","7.1",632393,521230,"641470","547989","514917","660162","544725","571740","673357","683734","53.43","0.409","0.515","0","1","0","0","5","83","4","4-Seam Fastball","7","8","7","8","8","7","7","8","Standard","Standard","205","-0.122","-0.445"
"SL","2021-09-27","90.5","-1.71","5.79","Hendriks, Liam",670623,521230,,"blocked_ball",,,,,"14","Isaac Paredes lines out to left fielder Billy Hamilton.","R","R","R","DET","CWS","B",,,"1","1",2021,"0.13","0.27","0.62","-0.23",,,"600869","0","9","Bot",,,,,"641470",,,5.596869553733615,-131.61937564478558,-9.87081531537914,0.5874980908398701,23.276803300750014,-27.426945777475698,"3.1","1.4",,,,"92.4","2368","7.1",632393,521230,"641470","547989","514917","660162","544725","571740","673357","683734","53.39",,,,,,,,"83","3","Slider","7","8","7","8","8","7","7","8","Standard","Standard","204","0","0.076"
"SL","2021-09-27","88.9","-1.49","5.88","Hendriks, Liam",670623,521230,,"swinging_strike",,,,,"13","Isaac Paredes lines out to left fielder Billy Hamilton.","R","R","R","DET","CWS","S",,,"1","0",2021,"0.12","0.24","-0.29","1.33",,,"600869","0","9","Bot",,,,,"641470",,,2.72133697653418,-129.53177632053445,-5.77079544215142,0.826089933716634,24.13187924934024,-28.600912853428003,"3.32","1.51",,,,"90.7","2234","7.1",632393,521230,"641470","547989","514917","660162","544725","571740","673357","683734","53.44",,,,,,,,"83","2","Slider","7","8","7","8","8","7","7","8","Standard","Standard","183","0","-0.073"
"FF","2021-09-27","98.1","-1.49","5.8","Hendriks, Liam",670623,521230,,"ball",,,,,"14","Isaac Paredes lines out to left fielder Billy Hamilton.","R","R","R","DET","CWS","B",,,"0","0",2021,"-0.3","1.54","0.72","1.02",,,"600869","0","9","Bot",,,,,"641470",,,6.759357286279419,-142.37133881115025,-11.1288826174207,-5.63982561906307,33.56422144651092,-8.750582431795687,"3.05","1.32",,,,"99.3","2479","7.1",632393,521230,"641470","547989","514917","660162","544725","571740","673357","683734","53.35",,,,,,,,"83","1","4-Seam Fastball","7","8","7","8","8","7","7","8","Standard","Standard","204","0","0.055"
"FF","2021-09-27","97.9","-1.44","5.79","Hendriks, Liam",600869,521230,"single","hit_into_play",,,,,"9","Jeimer Candelario singles on a line drive to right fielder Andrew Vaughn.","R","L","R","DET","CWS","X","9","line_drive","2","2",2021,"-0.03","1.6","0.51","2.08",,,,"0","9","Bot",187.26,121.15,,,"641470",,,5.384483521367824,-142.09567542989365,-8.188336368603887,-1.8885522791443246,39.78895271488526,-8.853504870422002,"3.41","1.56","163","91.8","12","98.2","2379","7.1",632393,521230,"641470","547989","514917","660162","544725","571740","673357","683734","53.37","0.846","0.806","0.9","1","1","0","4","82","8","4-Seam Fastball","7","8","7","8","8","7","7","8","Standard","Standard","203","0.134","0.428"
"FF","2021-09-27","99.2","-1.34","5.89","Hendriks, Liam",600869,521230,,"foul",,,,,"9","Jeimer Candelario singles on a line drive to right fielder Andrew Vaughn.","R","L","R","DET","CWS","S",,,"2","2",2021,"-0.27","1.51","0.49","1.72",,,,"0","9","Bot",,,,,"641470",,,5.746980676301217,-144.08275235225315,-9.6194400360995,-5.145677226659402,33.07233521480765,-9.074002462036713,"3.41","1.56","3","88.6","-35","100.5","2387","7.1",632393,521230,"641470","547989","514917","660162","544725","571740","673357","683734","53.4",,,,,,,,"82","7","4-Seam Fastball","7","8","7","8","8","7","7","8","Standard","Standard","199","0","0"
